n,av,av/n,av/n^2,av/nlogn
15700,26163.766666666666,1.6664819532908706,0.00010614534734336755,0.11955983143810556
15800,26329.666666666668,1.6664345991561182,0.00010547054425038723,0.11947791633590009
15900,26496.3,1.6664339622641509,0.00010480716743799691,0.11939995044287237
16000,26663.7,1.6664812500000001,0.00010415507812500001,0.11932600533077199
16100,26830.3,1.6664782608695652,0.0001035079665136376,0.11924903916319976
16200,26997.1,1.6664876543209877,0.00010286960829141898,0.1191735317777056
16300,27163.366666666665,1.6664642126789364,0.00010223706826251144,0.1190962421028981
16400,27329.766666666666,1.6664491869918698,0.00010161275530438231,0.11902011310971122
16500,27496.766666666666,1.666470707070707,0.00010099822467095194,0.11894714392733752
16600,27663.266666666666,1.6664618473895583,0.00010038926791503363,0.11887254833959773
16700,27829.8,1.6664550898203592,9.978772992936283e-05,0.1187986387176288
16800,27996.833333333332,1.6664781746031745,9.919512944066515e-05,0.11872738401530827
16900,28163.533333333333,1.6664812623274161,9.860835871759858e-05,0.11865522475450714
17000,28329.633333333335,1.6664490196078432,9.802641291810842e-05,0.11858106561971148
17100,28496.833333333332,1.6664814814814815,9.745505739657785e-05,0.1185120184525755
17200,28663.233333333334,1.666467054263566,9.688761943392825e-05,0.11844013714165917
17300,28829.2,1.6664277456647398,9.632530321761502e-05,0.11836698441799595
17400,28996.533333333333,1.6664674329501916,9.57739903994363e-05,0.11829993115121358
17500,29163.466666666667,1.6664838095238095,9.52276462585034e-05,0.11823170289749556
17600,29329.733333333334,1.6664621212121211,9.468534779614325e-05,0.1181612503304475
17700,29496.3,1.666457627118644,9.415014842478215e-05,0.11809248806675686
17800,29663.266666666666,1.6664756554307116,9.362222783318604e-05,0.11802578546494895
17900,29830.1,1.666486033519553,9.309977840891358e-05,0.1179589982983468
18000,29996.7,1.6664833333333333,9.258240740740741e-05,0.11789173783953734
18100,30162.366666666665,1.666429097605893,9.206790594507697e-05,0.11782128105855123
18200,30329.966666666667,1.666481684981685,9.156492774624642e-05,0.11775881874163051
18300,30496.8,1.6664918032786884,9.106512586222342e-05,0.11769378926686301
18400,30663.7,1.6665054347826087,9.057094754253308e-05,0.11762943802663996
18500,30830.2,1.6664972972972973,9.00809349890431e-05,0.11756397588601146
18600,30996.766666666666,1.6664928315412186,8.959638879253864e-05,0.11749919403155785
18700,31163.733333333334,1.6665098039215687,8.91181713327042e-05,0.1174363389974173
18800,31330.233333333334,1.6665017730496454,8.864371133242795e-05,0.11737213252467388
18900,31497.166666666668,1.6665167548500883,8.817548967460784e-05,0.11730995258671809
19000,31663.466666666667,1.6664982456140351,8.771043397968606e-05,0.1172458165245856
19100,31829.9,1.6664869109947644,8.725062361229133e-05,0.11718258293168918
19200,31996.966666666667,1.6665086805555556,8.679732711226852e-05,0.11712206872582455
19300,32162.833333333332,1.66646804835924,8.634549473363938e-05,0.11705755709235698
19400,32329.733333333334,1.6664810996563575,8.590108761115244e-05,0.1169972003840353
19500,32496.766666666666,1.6665008547008546,8.546158229235152e-05,0.11693769176964507
19600,32663.166666666668,1.6664880952380954,8.502490281827017e-05,0.11687627572626631
19700,32829.73333333333,1.6664839255499153,8.459309266750839e-05,0.11681583285631567
19800,32996.86666666667,1.6665084175084177,8.416709179335442e-05,0.11675776433164703
19900,33163.333333333336,1.6664991624790622,8.374367650648553e-05,0.11669769278881226
20000,33330.666666666664,1.6665333333333332,8.332666666666666e-05,0.11664101915424237
